_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
67dd8be1c756633072de5fc7,,74.44,96.06,74.44,70.31,121;0;0;0,words,25,-1,2,19.5,0,29.72,false,false,english,none,normal,false,false,false,,1742572513000
67d828de4e66d8ea7e610288,,62.04,92.03,62.04,60.29,125;0;0;0,words,25,-1,5,24.18,0,11.34,false,false,english,none,normal,false,false,false,,1742219486000
67d828b44e66d8ea7e61000f,,58.01,88.89,58.01,55.92,119;0;0;0,words,25,-1,2,24.62,0,4.94,false,false,english,none,normal,false,false,false,,1742219444000
67d6f2f64e66d8ea7e54e0c2,,58.65,89.04,58.65,52.52,129;0;0;0,words,25,-1,11,26.4,0,32.26,false,false,english,none,normal,false,false,false,,1742140150000
67d6f2b14e66d8ea7e54ddbd,,59.79,90.97,59.79,53.57,130;0;0;0,words,25,-1,7,26.09,0,16.74,false,false,english,none,normal,false,false,false,,1742140081000
67d6f27e4e66d8ea7e54db5a,,51.86,83.23,51.86,51.36,126;0;0;0,words,25,-1,3,29.15,0,15.95,false,false,english,none,normal,false,false,false,,1742140030000
67d285b34e66d8ea7e279425,,56.33,90.2,56.33,62,134;0;0;0,words,25,-1,3,28.55,0,33.89,false,false,english,none,normal,false,false,false,,1741850035000
67d285704e66d8ea7e27919f,,54.08,90.07,54.08,65.18,134;0;0;0,words,25,-1,3,29.73,0,9.42,false,false,english,none,normal,false,false,false,,1741849968000
67d285444e66d8ea7e278fd9,,57.37,88.89,57.37,59.79,127;0;0;0,words,25,-1,9,26.56,0,16.3,false,false,english,none,normal,false,false,false,,1741849924000
67d284b04e66d8ea7e2789d6,,53.59,90.28,53.59,61.78,128;0;0;0,words,25,-1,14,28.66,0,40.84,false,false,english,none,normal,false,false,false,,1741849776000
67d2845c4e66d8ea7e27866c,,59.88,90.85,59.88,66.45,139;0;0;0,words,25,-1,0,27.86,0,0,false,false,english,none,normal,false,false,false,,1741849692000
67d284404e66d8ea7e27855e,,58.1,90.6,58.1,55.39,133;0;0;0,words,25,-1,20,27.47,0,51.54,false,false,english,none,normal,false,false,false,,1741849664000
67d283dd4e66d8ea7e278160,,61.09,92.21,61.09,62.69,141;0;0;0,words,25,-1,10,27.7,0,41.23,false,false,english,none,normal,false,false,false,,1741849565000
67d2838c4e66d8ea7e277e3a,,72.51,97.71,72.51,58.74,128;0;0;0,words,25,-1,8,21.18,1,42.14,false,false,english,none,normal,false,false,false,,1741849484000
67d283264e66d8ea7e277a4a,,60.11,90.54,60.11,60.5,132;0;0;0,words,25,-1,2,26.35,0,5.45,false,false,english,none,normal,false,false,false,,1741849382000
67d283024e66d8ea7e2778e2,,55.99,90.48,55.99,59.97,133;0;0;0,words,25,-1,23,28.51,0,125.52,false,false,english,none,normal,false,false,false,,1741849346000
67d2824f4e66d8ea7e27725b,,54.78,90.34,54.78,51.66,128;0;0;0,words,25,-1,0,28.04,0,0,false,false,english,none,normal,false,false,false,,1741849167000
67d282324e66d8ea7e277174,,64.61,92.67,64.61,64.45,138;0;0;0,words,25,-1,8,25.63,0,13.49,false,false,english,none,normal,false,false,false,,1741849138000
67d282034e66d8ea7e276fc5,,53.88,87.74,53.88,58.79,132;0;0;0,words,25,-1,12,29.4,0,28.84,false,false,english,none,normal,false,false,false,,1741849091000
67d281b84e66d8ea7e276cdb,,66.46,94.07,66.46,61.95,125;0;0;0,words,25,-1,4,22.57,0,7.75,false,false,english,none,normal,false,false,false,,1741849016000
67d281704e66d8ea7e2769f4,,56.35,86.14,56.35,54.16,138;0;0;0,words,25,-1,1,29.39,0,9.69,false,false,english,none,normal,false,false,false,,1741848944000
67cfcb3772da54e642507ca8,,60.56,94.2,60.56,61.91,129;0;0;0,words,25,-1,8,25.56,0,23.24,false,false,english,none,normal,false,false,false,,1741671223000
67cfcafc72da54e642507a55,,54.44,87.59,54.44,63.66,120;0;0;0,words,25,-1,18,26.45,0,96.7,false,false,english,none,normal,false,false,false,,1741671164000
67ced8e972da54e642446bbb,,72.22,96.15,72.22,61.2,123;0;0;0,words,25,-1,3,20.44,0,9.61,false,false,english,none,normal,false,false,false,,1741609193000
67ced8b372da54e6424468ce,,70.98,94.2,70.98,70.45,129;0;0;0,words,25,-1,3,21.81,0,8.72,false,false,english,none,normal,false,false,false,,1741609139000
67ced89072da54e6424466c3,,66.68,95.14,66.68,69.64,137;0;0;0,words,25,-1,7,24.65,0,25.06,false,false,english,none,normal,false,false,false,,1741609104000
67ced79e72da54e6424459fb,,61.19,90.51,61.19,66.84,137;0;0;0,words,25,-1,13,26.87,0,32.84,false,false,english,none,normal,false,false,false,,1741608862000
67ced75572da54e64244560f,,66.55,93.79,66.55,62.95,132;0;0;0,words,25,-1,4,23.8,0,13.09,false,false,english,none,normal,false,false,false,,1741608789000
67cda7e472da54e64238eaf8,,64.35,95.38,64.35,61.25,124;0;0;0,words,25,-1,3,23.12,0,19.32,false,false,english,none,normal,false,false,false,,1741531108000
67cda7af72da54e64238e8ae,,54.26,86.62,54.26,62.82,134;0;0;0,words,25,-1,5,29.64,0,16.83,false,false,english,none,normal,false,false,false,,1741531055000
67cda77c72da54e64238e687,,56.57,90.07,56.57,63.57,132;0;0;0,words,25,-1,5,28,1,14.51,false,false,english,none,normal,false,false,false,,1741531004000
67cda73d72da54e64238e3d1,,63.46,89.23,63.46,61.3,115;0;0;0,words,25,-1,2,21.75,0,13.32,false,false,english,none,normal,false,false,false,,1741530941000
67cc63c272da54e6422df191,,57.68,90,57.68,53.91,117;0;0;0,words,25,-1,16,24.34,0,42.1,false,false,english,none,normal,false,false,false,,1741448130000
67cbe47972da54e642295811,,62.23,92.81,62.23,60.82,128;0;0;0,words,25,-1,23,24.68,0,67.22,false,false,english,none,normal,false,false,false,,1741415545000
67cbe40472da54e64229540f,,58.92,90.48,58.92,58.91,132;0;0;0,words,25,-1,4,26.88,0,12.03,false,false,english,none,normal,false,false,false,,1741415428000
67cbe3d772da54e642295288,,75.1,99.17,75.73,63.62,119;0;0;3,words,25,-1,14,19.01,1,62.53,false,false,english,none,normal,false,false,false,,1741415383000
67cbe37772da54e642294f58,,52.77,89.05,52.77,49.65,119;0;0;0,words,25,-1,5,27.06,0,11.77,false,false,english,none,normal,false,false,false,,1741415287000
67cbe34b72da54e642294dcc,,55.16,86.67,55.16,54.34,129;0;0;0,words,25,-1,8,28.06,0,33,false,false,english,none,normal,false,false,false,,1741415243000
67cbe2f572da54e642294afe,,53.73,89.19,53.73,62.3,130;0;0;0,words,25,-1,13,29.04,0,79.56,false,false,english,none,normal,false,false,false,,1741415157000
67cbe26f72da54e642294682,,65.6,91.55,65.6,59.48,129;0;0;0,words,25,-1,3,23.6,0,7.12,false,false,english,none,normal,false,false,false,,1741415023000
67ca9e0c72da54e6421ac32d,,56.55,88.31,56.55,54.17,132;0;0;0,words,25,-1,22,28.01,0,69.2,false,false,english,none,normal,false,false,false,,1741331980000
67ca9d4a72da54e6421abb97,,64.07,91.33,64.07,65.91,135;0;0;0,words,25,-1,8,25.28,0,28.51,false,false,english,none,normal,false,false,false,,1741331786000
67ca9d0d72da54e6421ab91f,,68.79,93.13,68.79,65.19,149;0;0;0,words,25,-1,3,25.99,0,13.77,false,false,english,none,normal,false,false,false,,1741331725000
67ca9b7272da54e6421aa908,,64.99,92.57,64.99,58.75,137;0;0;0,words,25,-1,6,25.3,0,21.72,false,false,english,none,normal,false,false,false,,1741331314000
67ca9b2072da54e6421aa5d3,,54.61,88.37,56.64,56.72,108;1;0;1,words,25,-1,0,23.73,0,0,false,false,english,none,normal,false,false,false,,1741331232000
67c7289d72da54e642efaf85,,67.46,91.82,67.46,64.59,145;0;0;0,words,25,-1,7,25.79,0,19.91,false,false,english,none,normal,false,false,false,,1741105309000
67c7284a72da54e642efa938,,47.49,81.29,47.49,56.61,135;0;0;0,words,25,-1,5,34.11,0,21.22,false,false,english,none,normal,false,false,false,,1741105226000
67c7280c72da54e642efa4bc,,69.81,93.98,69.81,67.88,125;0;0;0,words,25,-1,2,21.49,0,3.75,false,false,english,none,normal,false,false,false,,1741105164000
67c727ef72da54e642efa288,,60.96,88.89,60.96,58.87,126;0;0;0,words,25,-1,3,24.8,0,4.08,false,false,english,none,normal,false,false,false,,1741105134000
67c727cd72da54e642efa00b,,64.85,87.76,68.54,66.76,123;2;0;0,words,25,-1,1,22.76,0,3.95,false,false,english,none,normal,false,false,false,,1741105101000
67c5a9299707b5a8a8444022,,63.84,91.78,63.84,57.62,128;0;0;0,words,25,-1,1,24.06,0,2.51,false,false,english,none,normal,false,false,false,,1741007145000
67c5a8fc9707b5a8a8443d77,,56.54,87.33,56.54,56.49,129;0;0;0,words,25,-1,4,27.38,0,19.58,false,false,english,none,normal,false,false,false,,1741007100000
67c5a8c79707b5a8a8443a47,,61.25,91.55,61.25,64.02,129;0;0;0,words,25,-1,0,25.27,0,0,false,false,english,none,normal,false,false,false,,1741007047000
67c5a8ac9707b5a8a84438d8,,63.14,91.49,63.14,62.86,127;0;0;0,words,25,-1,0,24.14,0,0,false,false,english,none,normal,false,false,false,,1741007020000
67c5a82c9707b5a8a84431c9,,64.55,93.28,64.55,72.68,125;0;0;0,words,25,-1,0,23.24,0,0,false,false,english,none,normal,false,false,false,,1741006892000
67c5a8139707b5a8a8443036,,56.06,86.81,58.82,56.74,122;2;0;0,words,25,-1,9,26.11,0,40.04,false,false,english,none,normal,false,false,false,,1741006867000
67c32d8e9707b5a8a82d01b9,,55.77,87.26,55.77,55.21,133;0;0;0,words,25,-1,7,28.62,0,18.38,false,false,english,none,normal,false,false,false,,1740844430000
67c32d569707b5a8a82cff35,,62.77,90.78,62.77,59.94,127;0;0;0,words,25,-1,5,24.28,0,21.33,false,false,english,none,normal,false,false,false,,1740844374000
67c32d219707b5a8a82cfcfc,,49.6,83.54,52.31,56.46,128;3;1;0,words,25,-1,4,30.97,0,7.95,false,false,english,none,normal,false,false,false,,1740844321000
67c1ade59707b5a8a81c363c,,63.6,92.25,63.6,59.28,126;0;0;0,words,25,-1,1,23.77,0,14.03,false,false,english,none,normal,false,false,false,,1740746213000
67c1acb69707b5a8a81c278a,,65.2,90.91,65.2,66.65,129;0;0;0,words,25,-1,6,23.74,0,13.36,false,false,english,none,normal,false,false,false,,1740745910000
67c05b1b9707b5a8a80b719c,,69.22,93.23,69.22,68.28,124;0;0;0,words,25,-1,2,21.5,0,12.62,false,false,english,none,normal,false,false,false,,1740659483000
67c05ab29707b5a8a80b6c89,,56.39,85.81,56.39,57.81,128;0;0;0,words,25,-1,12,27.24,0,81.86,false,false,english,none,normal,false,false,false,,1740659378000
67bc8f029707b5a8a8db95e6,,68.8,94.41,68.8,72.72,135;0;0;0,words,25,-1,20,23.55,0,51.77,false,false,english,none,normal,false,false,false,,1740410625000
67bc8e9a9707b5a8a8db8e20,,67.54,93.24,67.54,70.2,137;0;0;0,words,25,-1,8,24.34,0,27.35,false,false,english,none,normal,false,false,false,,1740410522000
67bc8e5b9707b5a8a8db8947,,71.43,97.92,71.43,74.86,141;0;0;0,words,25,-1,22,23.69,0,55.55,false,false,english,none,normal,false,false,false,,1740410459000
67b88557201060369ce1b5e8,,61.4,92.03,61.4,60.62,124;0;0;0,words,25,-1,6,24.23,0,45.01,false,false,english,none,normal,false,false,false,,1740146007000
67b88509201060369ce1b139,,78.34,96.4,78.34,71.92,134;0;0;0,words,25,-1,22,20.53,0,108.93,false,false,english,none,normal,false,false,false,,1740145929000
67b8841e201060369ce1a3dc,,68.89,94.03,68.89,71.43,126;0;0;0,words,25,-1,1,21.95,0,4.2,false,false,english,none,normal,false,false,false,,1740145694000
67b0dc726de0b0fec4680456,,56.36,88.96,56.36,53.22,137;0;0;0,words,25,-1,19,29.17,0,90.39,false,false,english,none,normal,false,false,false,,1739644018000
67b0dbd46de0b0fec467fd51,,64.21,91.04,64.21,60.1,122;0;0;0,words,25,-1,13,22.8,0,48.21,false,false,english,none,normal,false,false,false,,1739643860000
67b0db7a6de0b0fec467f972,,69.04,93.57,69.04,75.01,130;0;0;0,words,25,-1,1,22.59,0,3.46,false,false,english,none,normal,false,false,false,,1739643769000
67b0db5d6de0b0fec467f840,,56.7,91.3,56.7,61.86,124;0;0;0,words,25,-1,6,26.24,0,39.65,false,false,english,none,normal,false,false,false,,1739643741000
67b0db046de0b0fec467f4b7,,79.39,94.03,79.39,60.22,126;0;0;0,words,25,-1,3,19.05,0,6.17,false,false,english,none,normal,false,false,false,,1739643652000
67af7ec36de0b0fec45ad556,,61.88,88.89,61.88,59.45,132;0;0;0,words,25,-1,3,25.6,0,3.54,false,false,english,none,normal,false,false,false,,1739554499000
67af7ea06de0b0fec45ad319,,60.86,89.4,60.86,52.08,133;0;0;0,words,25,-1,6,26.22,0,18.97,false,false,english,none,normal,false,false,false,,1739554464000
67af7e6b6de0b0fec45acfcb,,51.17,86.47,54.42,57.76,110;1;0;0,words,25,-1,2,25.8,0,1.57,false,false,english,none,normal,false,false,false,,1739554411000
67af7e4d6de0b0fec45ace07,,65.66,91.91,65.66,61.1,122;0;0;0,words,25,-1,8,22.3,0,16.21,false,false,english,none,normal,false,false,false,,1739554381000
67af7d7b6de0b0fec45ac169,,57.69,89.8,57.69,62.05,131;0;0;0,words,25,-1,1,27.25,0,0.86,false,false,english,none,normal,false,false,false,,1739554171000
67af7d5c6de0b0fec45abfa4,,61.71,92.25,61.71,62.27,129;0;0;0,words,25,-1,1,25.08,0,5.01,false,false,english,none,normal,false,false,false,,1739554140000
67af7d3b6de0b0fec45abd9f,,58.02,91.16,58.02,57.25,131;0;0;0,words,25,-1,6,27.09,0,48.39,false,false,english,none,normal,false,false,false,,1739554107000
67adf8256de0b0fec44782ab,,69.69,93.06,69.69,54.66,134;0;0;0,words,25,-1,2,23.07,0,4.79,false,false,english,none,normal,false,false,false,,1739454501000
67adf8066de0b0fec447808d,,68.2,93.01,68.2,65.93,133;0;0;0,words,25,-1,1,23.4,0,7.74,false,false,english,none,normal,false,false,false,,1739454470000
67adf7e46de0b0fec4477e25,,63.21,93.08,63.21,64.76,120;0;0;0,words,25,-1,0,22.78,0,0,false,false,english,none,normal,false,false,false,,1739454436000
67adf7cc6de0b0fec4477c87,,61.03,91.91,61.03,62.49,123;0;0;0,words,25,-1,1,24.19,0,5.21,false,false,english,none,normal,false,false,false,,1739454412000
67adf7ac6de0b0fec4477a7e,,53.08,86.59,53.08,59.63,136;0;0;0,words,25,-1,5,30.75,0,25.97,false,false,english,none,normal,false,false,false,,1739454380000
67adf7276de0b0fec4477204,,54.39,86.3,54.39,59.8,125;0;0;0,words,25,-1,2,27.58,0,2.36,false,false,english,none,normal,false,false,false,,1739454247000
67adf7076de0b0fec4476fe6,,62.76,89.04,62.76,64.35,129;0;0;0,words,25,-1,6,24.66,0,15.85,false,false,english,none,normal,false,false,false,,1739454215000
67ab96b8c60cdb1842bfc439,,59.27,92.03,59.27,61.77,127;0;0;0,words,25,-1,2,25.71,0,9.67,false,false,english,none,normal,false,false,false,,1739298487000
67ab9690c60cdb1842bfc166,,59.49,93.43,59.49,65.58,127;0;0;0,words,25,-1,4,25.62,0,21.44,false,false,english,none,normal,false,false,false,,1739298448000
67a606678049ddd215cea1ea,,60.25,94.16,60.25,63.75,129;0;0;0,words,25,-1,3,25.69,0,17.29,false,false,english,none,normal,false,false,false,,1738933863000
67a606368049ddd215ce9f6f,,58.05,88.54,58.05,57.6,136;0;0;0,words,25,-1,12,28.11,0,63.03,false,false,english,none,normal,false,false,false,,1738933814000
67a605cd8049ddd215ce9a06,,56.48,88.67,56.48,57.23,132;0;0;0,words,25,-1,18,28.05,0,77.24,false,false,english,none,normal,false,false,false,,1738933709000
67a605508049ddd215ce93ca,,59.29,90.06,59.29,63.54,148;0;0;0,words,25,-1,0,29.95,0,0,false,false,english,none,normal,false,false,false,,1738933584000
67a605318049ddd215ce9253,,58.99,90.48,58.99,66.86,131;0;0;0,words,25,-1,5,26.65,0,12.7,false,false,english,none,normal,false,false,false,,1738933553000
67a605028049ddd215ce9001,,54.98,89.33,54.98,58.76,129;0;0;0,words,25,-1,1,28.16,0,1.35,false,false,english,none,normal,false,false,false,,1738933506000
67a604e28049ddd215ce8e58,,60.29,90.36,60.29,62.18,148;0;0;0,words,25,-1,4,29.46,0,37.85,false,false,english,none,normal,false,false,false,,1738933474000
67a604968049ddd215ce8a58,,55.4,92.21,55.4,52.52,140;0;0;0,words,25,-1,1,30.32,0,1.98,false,false,english,none,normal,false,false,false,,1738933398000
67a604738049ddd215ce8870,,57.7,89.17,57.7,57.28,138;0;0;0,words,25,-1,15,28.7,0,92.02,false,false,english,none,normal,false,false,false,,1738933363000
67a603eb8049ddd215ce812d,,63.17,96.77,63.17,77.03,120;0;0;0,words,25,-1,2,22.8,0,4.29,false,false,english,none,normal,false,false,false,,1738933227000
67a603cd8049ddd215ce7f9b,,62.16,93.79,62.16,59.43,135;0;0;0,words,25,-1,16,26.06,0,84.26,false,false,english,none,normal,false,false,false,,1738933196000
67a364fb8049ddd215aeda10,,52.1,88.68,52.1,61.81,137;0;0;0,words,25,-1,9,31.55,0,91.53,false,false,english,none,normal,false,false,false,,1738761467000
67a362e48049ddd215aeba5a,,68.28,94.07,69.38,68.68,125;0;0;2,words,25,-1,3,21.97,0,18.38,false,false,english,none,normal,false,false,false,,1738760932000
67a362b88049ddd215aeb7bc,,54.51,92.25,54.51,58.04,126;0;0;0,words,25,-1,7,27.74,0,44.29,false,false,english,none,normal,false,false,false,,1738760888000
67a362648049ddd215aeb332,,61.97,96.61,61.97,61.33,114;0;0;0,words,25,-1,16,22.07,0,93.09,false,false,english,none,normal,false,false,false,,1738760804000
67a361e18049ddd215aeac33,,52.57,87.59,52.57,55.48,124;0;0;0,words,25,-1,6,28.3,0,23.97,false,false,english,none,normal,false,false,false,,1738760673000
67a361a78049ddd215aea8fe,,55.22,90.14,55.22,59.23,126;0;0;0,words,25,-1,7,27.38,0,32.33,false,false,english,none,normal,false,false,false,,1738760615000
67a361638049ddd215aea56b,,56.35,91.1,56.35,59.12,132;0;0;0,words,25,-1,10,28.11,0,90.04,false,false,english,none,normal,false,false,false,,1738760547000
67a360e48049ddd215ae9f1d,,55.24,88.44,55.24,61.63,127;0;0;0,words,25,-1,5,27.59,0,27.12,false,false,english,none,normal,false,false,false,,1738760420000
67a3602c8049ddd215ae95dc,,52.31,86.75,53.56,64.17,126;0;0;1,words,25,-1,6,28.9,0,27.32,false,false,english,none,normal,false,false,false,,1738760236000
67a35fcf8049ddd215ae90e8,,51.28,88.81,51.28,56.32,127;0;0;0,words,25,-1,8,29.72,0,63.98,false,false,english,none,normal,false,false,false,,1738760143000
67a35f5b8049ddd215ae8aca,,55.96,85.26,55.96,58.75,130;0;0;0,words,25,-1,3,27.88,0,12.38,false,false,english,none,normal,false,false,false,,1738760027000
67a1bed58049ddd2159b0fe7,,50.93,88.44,50.93,61.89,125;0;0;0,words,25,-1,8,29.45,0,57.41,false,false,english,none,normal,false,false,false,,1738653397000
67a1be758049ddd2159b0c51,,71.06,96.88,71.06,74.36,123;0;0;0,words,25,-1,2,20.77,0,14.59,false,false,english,none,normal,false,false,false,,1738653301000
67a1be4b8049ddd2159b0aba,,50.76,83.78,50.76,59.49,122;0;0;0,words,25,-1,5,28.84,0,10.21,false,false,english,none,normal,false,false,false,,1738653258000
67a1be1c8049ddd2159b090d,,52.35,89.12,52.35,54.02,128;0;0;0,words,25,-1,5,29.34,0,16.06,false,false,english,none,normal,false,false,false,,1738653212000
67a06063dbed552556239879,,50.98,87.1,50.98,64.13,131;0;0;0,words,25,-1,12,30.83,0,55.19,false,false,english,none,normal,false,false,false,,1738563683000
67a06002dbed5525562394b5,,59.87,92.62,59.87,70.59,138;0;0;0,words,25,-1,23,27.66,0,73.84,false,false,english,none,normal,false,false,false,,1738563586000
67a05f87dbed552556238fd4,,62.95,95.56,65.97,70,125;2;0;0,words,25,-1,23,23.83,0,115.93,false,false,english,none,normal,false,false,false,,1738563463000
67a05ee4dbed55255623893d,,50.84,87.5,50.84,54.64,135;0;0;0,words,25,-1,2,31.87,0,13.77,false,false,english,none,normal,false,false,false,,1738563300000
678babd749deeea62758a900,,63.57,92.99,63.57,61.14,143;0;0;0,words,25,-1,22,26.99,0,118.82,false,false,english,none,normal,false,false,false,,1737206743000
678ba15149deeea627583e33,,65,93.38,65,52.92,125;0;0;0,words,25,-1,0,23.08,0,0,false,false,english,none,normal,false,false,false,,1737204049000
678ba13749deeea627583d31,,75.93,95.65,75.93,73.43,132;0;0;0,words,25,-1,1,20.86,0,0.82,false,false,english,none,normal,false,false,false,,1737204023000
678660ae30d177b767a9d3d9,,61.39,91.84,61.39,61.31,132;0;0;0,words,25,-1,19,25.8,0,68.91,false,false,english,none,normal,false,false,false,,1736859822000
6786602d30d177b767a9ccba,,58.29,90.68,58.29,57.96,141;0;0;0,words,25,-1,1,29.03,0,6.67,false,false,english,none,normal,false,false,false,,1736859693000
6786600730d177b767a9cac9,,67.37,93.18,67.37,65.84,123;0;0;0,words,25,-1,5,21.91,0,56.1,false,false,english,none,normal,false,false,false,,1736859655000
67865fb230d177b767a9c66c,,62.38,93.23,62.38,61.04,122;0;0;0,words,25,-1,1,23.47,0,9.38,false,false,english,none,normal,false,false,false,,1736859569000
67864b2030d177b767a8d98d,,68.81,93.62,68.81,63.21,130;0;0;0,words,25,-1,35,22.67,0,140.34,false,false,english,none,normal,false,false,false,,1736854304000
67864a5430d177b767a8d0a7,,63.22,91.22,63.22,65.61,135;0;0;0,words,25,-1,17,25.63,0,78.36,false,false,english,none,normal,false,false,false,,1736854100000
678649a030d177b767a8c8fb,,57.58,91.78,57.58,65.43,133;0;0;0,words,25,-1,4,27.72,0,53.7,false,false,english,none,normal,false,false,false,,1736853920000
67854d1730d177b7679e7d0d,,68.29,95.8,68.29,64.86,137;0;0;0,words,25,-1,17,24.08,0,49.16,false,false,english,none,normal,false,false,false,,1736789271000
67854cbc30d177b7679e7784,,74.99,93.7,74.99,64.35,119;0;0;0,words,25,-1,1,19.04,0,1.87,false,false,english,none,normal,false,false,false,,1736789180000
67854c2330d177b7679e6e1f,,62.79,89.73,62.79,65.33,129;0;0;0,words,25,-1,15,24.65,0,60.14,false,false,english,none,normal,false,false,false,,1736789027000
678244d733ee27aa12e6d554,,64.17,91.3,67.3,71.77,123;2;0;0,words,25,-1,1,23,0,0.94,false,false,english,none,normal,false,false,false,,1736590551000
678244bb33ee27aa12e6d463,,58.85,90.26,58.85,68.11,137;0;0;0,words,25,-1,6,27.93,0,31.79,false,false,english,none,normal,false,false,false,,1736590523000
67815d2e33ee27aa12ded633,,62.98,91.72,62.98,60.79,130;0;0;0,words,25,-1,4,24.77,0,31.96,false,false,english,none,normal,false,false,false,,1736531246000
67815cef33ee27aa12ded22b,,55.01,90.13,55.01,59.1,137;0;0;0,words,25,-1,6,29.89,0,39.28,false,false,english,none,normal,false,false,false,,1736531183000
67815c2333ee27aa12dec483,,60.57,91.91,60.57,60.63,124;0;0;0,words,25,-1,9,24.57,0,29.33,false,false,english,none,normal,false,false,false,,1736530979000
67815be133ee27aa12dec056,,52.21,88.74,52.21,49.89,131;0;0;0,words,25,-1,14,30.11,0,65.57,false,false,english,none,normal,false,false,false,,1736530913000
67815b7133ee27aa12deb9b2,,68.77,96.58,68.77,67.33,113;0;0;0,words,25,-1,7,19.72,0,22.75,false,false,english,none,normal,false,false,false,,1736530801000
67815ac633ee27aa12deaf93,,55.67,91.14,55.67,58.26,139;0;0;0,words,25,-1,6,29.96,0,59.43,false,false,english,none,normal,false,false,false,,1736530630000
67815a6533ee27aa12dea9f7,,62.35,93.57,62.35,60.1,131;0;0;0,words,25,-1,6,25.21,0,18.76,false,false,english,none,normal,false,false,false,,1736530533000
67815a3033ee27aa12dea6e6,,58.39,91.25,58.39,55.59,143;0;0;0,words,25,-1,4,29.39,0,19.19,false,false,english,none,normal,false,false,false,,1736530480000
677fccca33ee27aa12cc36b9,,56.91,87.14,56.91,58.03,118;0;0;0,words,25,-1,4,24.88,0,10.16,false,false,english,none,normal,false,false,false,,1736428746000
677fcca333ee27aa12cc34ae,,63.19,93.33,63.19,63.24,138;0;0;0,words,25,-1,2,26.21,0,13.66,false,false,english,none,normal,false,false,false,,1736428707000
677fcc7833ee27aa12cc326a,,55.3,89.26,55.3,70.4,132;0;0;0,words,25,-1,9,28.65,0,44.42,false,false,english,none,normal,false,false,false,,1736428664000
677fcc2533ee27aa12cc2e57,,58.47,90.26,58.47,52.61,137;0;0;0,words,25,-1,3,28.12,0,15.49,false,false,english,none,normal,false,false,false,,1736428581000
677fcbf633ee27aa12cc2bef,,71.44,96.3,71.44,64.53,129;0;0;0,words,25,-1,7,21.67,0,32.12,false,false,english,none,normal,false,false,false,,1736428534000
677fcbab33ee27aa12cc284a,,65.6,93.8,65.6,63.26,120;0;0;0,words,25,-1,0,21.95,0,0,false,false,english,none,normal,false,false,false,,1736428459000
677fcb9333ee27aa12cc271e,,62.88,92.31,62.88,65.5,129;0;0;0,words,25,-1,6,24.62,0,48.06,false,false,english,none,normal,false,false,false,,1736428435000
677d818b33ee27aa12b47443,,55.91,89.17,55.91,62.67,138;0;0;0,words,25,-1,11,29.62,0,91.08,false,false,english,none,normal,false,false,false,,1736278411000
677d810033ee27aa12b46d48,,67,94.57,67,61.75,122;0;0;0,words,25,-1,4,21.85,0,6.33,false,false,english,none,normal,false,false,false,,1736278272000
677ac4149894964293fa9b41,,54.17,91.11,54.17,49.34,119;0;0;0,words,25,-1,0,26.36,1,0,false,false,english,none,normal,false,false,false,,1736098836000
677a89bb9894964293f82296,,74.86,96.12,74.86,67.6,123;0;0;0,words,25,-1,1,19.72,0,0.78,false,false,english,none,normal,false,false,false,,1736083899000
677a89a49894964293f821a4,,57.32,89.66,60.54,53.03,125;2;0;0,words,25,-1,2,26.17,0,5.02,false,false,english,none,normal,false,false,false,,1736083876000
67793b1d9894964293ed5b2b,,60,89.8,60,51.01,130;0;0;0,words,25,-1,22,26,1,55.62,false,false,english,none,normal,false,false,false,,1735998237000
67793a969894964293ed560a,,67.99,95.12,67.99,63.79,117;0;0;0,words,25,-1,8,20.65,0,52.8,false,false,english,none,normal,false,false,false,,1735998102000
67793a439894964293ed52a5,,72.21,95.68,72.21,64.66,133;0;0;0,words,25,-1,4,22.1,0,8.99,false,false,english,none,normal,false,false,false,,1735998019000
677939fc9894964293ed4fd6,,73.76,96.99,73.76,75.55,128;0;0;0,words,25,-1,6,20.83,0,22.82,false,false,english,none,normal,false,false,false,,1735997948000
677939c99894964293ed4d98,,62.56,89.51,65.61,65.91,123;0;1;0,words,25,-1,1,23.59,0,1.98,false,false,english,none,normal,false,false,false,,1735997897000
677939a89894964293ed4c59,,73.68,95.12,73.68,68.61,117;0;0;0,words,25,-1,3,19.06,0,28.81,false,false,english,none,normal,false,false,false,,1735997864000
677939719894964293ed49f5,,58.31,91.97,58.31,51.39,124;0;0;0,words,25,-1,3,25.52,0,37.91,false,false,english,none,normal,false,false,false,,1735997809000
677939279894964293ed46f1,,60.57,88.49,60.57,52.33,123;0;0;0,words,25,-1,0,24.37,0,0,false,false,english,none,normal,false,false,false,,1735997735000
6779390c9894964293ed45bf,,67.31,93.33,67.31,55.31,126;0;0;0,words,25,-1,4,22.46,0,9.4,false,false,english,none,normal,false,false,false,,1735997708000
6777ee149894964293e1b442,,57.1,93.66,57.1,68.86,130;0;0;0,words,25,-1,9,27.32,0,48.21,false,false,english,none,normal,false,false,false,,1735912980000
